Date,Stock Close,Bond Close,Stock Normalized,Bond Normalized,Stock %,Bond %,Lifecycle
3/1/1988,258.89001,1.43019,226.7782148,244.0513976,0.9,0.1,228.5055331
4/4/1988,261.32999,1.42172,228.9155484,242.6060544,0.9,0.1,230.284599
5/2/1988,262.16,1.41131,229.6426069,240.8296645,0.9,0.1,230.7613126
6/1/1988,273.5,1.4408,239.5760336,245.861916,0.9,0.1,240.2046219
7/1/1988,272.01999,1.43643,238.2795988,245.1162076,0.9,0.1,238.9632597
8/1/1988,261.51999,1.43846,229.0819814,245.4626122,0.9,0.1,230.7200445
9/1/1988,271.91,1.46843,238.1832516,250.5767721,0.9,0.1,239.4226036
10/3/1988,278.97,1.49227,244.3675543,254.6448927,0.9,0.1,245.3952881
11/1/1988,273.70001,1.479,239.7512351,252.3804648,0.9,0.1,241.0141581
12/1/1988,277.72,1.48356,243.2725999,253.1585953,0.9,0.1,244.2611994
1/3/1989,297.47,1.49925,260.5728802,255.8359783,0.9,0.1,260.09919
2/1/1989,288.85999,1.49664,253.0308252,255.390601,0.9,0.1,253.2668027
3/1/1989,294.87,1.50581,258.2953749,256.955394,0.9,0.1,258.1613768
4/3/1989,309.64001,1.53329,271.2333655,261.6446538,0.9,0.1,270.2744943
5/1/1989,320.51999,1.56581,280.7638315,267.1939524,0.9,0.1,279.4068436
6/1/1989,317.98001,1.61455,278.5389015,275.5110747,0.9,0.1,278.2361189
7/3/1989,346.07999,1.65229,303.1534601,281.9511279,0.9,0.1,301.0332268
8/1/1989,351.45001,1.62654,307.8574019,277.55708,0.9,0.1,304.8273697
9/1/1989,349.14999,1.63184,305.8426682,278.461486,0.9,0.1,303.10455
10/2/1989,340.35999,1.6646,298.1429485,284.0517388,0.9,0.1,296.7338275
11/1/1989,345.98999,1.67645,303.0746233,286.0738541,0.9,0.1,301.3745464
12/1/1989,353.39999,1.67873,309.5655133,286.4629194,0.9,0.1,307.2552539
1/2/1990,329.07999,1.6554,288.2620795,282.4818266,0.89833887,0.10166113,287.6744525
2/1/1990,331.89001,1.65964,290.7235547,283.2053514,0.896677741,0.103322259,289.9467569
3/1/1990,339.94,1.65994,297.7750526,283.2565441,0.895016611,0.104983389,296.2508503
4/2/1990,330.79999,1.64631,289.7687369,280.930685,0.893355482,0.106644518,288.8262071
5/1/1990,361.23001,1.69107,316.4243255,288.5686495,0.891694352,0.108305648,313.4073985
6/1/1990,358.01999,1.71723,313.612465,293.032661,0.890033223,0.109966777,311.3493702
7/2/1990,356.14999,1.74255,311.9744131,297.3533327,0.888372093,0.111627907,310.3422925
8/1/1990,322.56,1.71927,282.5508059,293.380772,0.886710963,0.113289037,283.7777223
9/4/1990,306.04999,1.73025,268.0886388,295.2544282,0.885049834,0.114950166,271.2113508
10/1/1990,304,1.71647,266.2929222,292.9029726,0.883388704,0.116611296,269.3959547
11/1/1990,322.22,1.75096,282.2529783,298.7884373,0.881727575,0.118272425,284.2086671
12/3/1990,330.22,1.78079,289.2606868,303.8787072,0.880066445,0.119933555,291.0138779
1/2/1991,343.92999,1.79933,301.2701384,307.0424218,0.878405316,0.121594684,301.9720174
2/1/1991,367.07001,1.82763,321.5399527,311.8716085,0.876744186,0.123255814,320.3482731
3/1/1991,375.22,1.85241,328.679047,316.1001331,0.875083056,0.124916944,327.1077275
4/1/1991,375.34,1.8779,328.7841626,320.449814,0.873421927,0.126578073,327.7292168
5/1/1991,389.82999,1.8884,341.4768658,322.2415617,0.871760797,0.128239203,339.0101457
6/3/1991,371.16,1.88911,325.1226349,322.362718,0.870099668,0.129900332,324.7641208
7/1/1991,387.81,1.91344,339.7074282,326.5144534,0.868438538,0.131561462,337.9717411
8/1/1991,395.42999,1.96174,346.3822617,334.756493,0.866777409,0.133222591,344.8334467
9/3/1991,387.85999,2.00339,339.7512176,341.8637589,0.865116279,0.134883721,340.036165
10/1/1991,392.45001,2.02343,343.7719078,345.2834374,0.86345515,0.13654485,343.9782994
11/1/1991,375.22,2.0439,328.679047,348.7764923,0.86179402,0.13820598,331.4566341
12/2/1991,417.09,2.11886,365.3556412,361.5678646,0.86013289,0.13986711,364.8258558
1/2/1992,408.78,2.09249,358.076384,357.0680182,0.858471761,0.141528239,357.9336718
2/3/1992,412.70001,2.10992,361.5101699,360.0423194,0.856810631,0.143189369,361.2999893
3/2/1992,403.69,2.10586,353.6177295,359.3495103,0.855149502,0.144850498,354.4479808
4/1/1992,414.95001,2.11337,363.4810879,360.6310365,0.853488372,0.146511628,363.0635223
5/1/1992,415.35001,2.15806,363.8314734,368.2570561,0.851827243,0.148172757,364.4872242
6/1/1992,408.14001,2.18251,357.5157761,372.4292686,0.850166113,0.149833887,359.7503227
7/1/1992,424.20999,2.24761,371.592493,383.5381045,0.848504983,0.151495017,373.4021936
8/3/1992,414.03,2.2678,362.6751927,386.9833794,0.846843854,0.153156146,366.3981409
9/1/1992,417.79999,2.2881,365.9775666,390.447425,0.845182724,0.154817276,369.7659234
10/1/1992,418.67999,2.25732,366.7484145,385.1950445,0.843521595,0.156478405,369.6349138
11/2/1992,431.35001,2.25897,377.8468903,385.4766049,0.841860465,0.158139535,379.0534498
12/1/1992,435.70999,2.29654,381.6660739,391.8876489,0.840199336,0.159800664,383.2994884
1/4/1993,438.78,2.3505,384.3552908,401.0955257,0.838538206,0.161461794,387.0581992
2/1/1993,443.38,2.40951,388.3847232,411.1651479,0.836877076,0.163122924,392.1007327
3/1/1993,451.67001,2.43192,395.6464699,414.9892495,0.835215947,0.164784053,398.8338515
4/1/1993,440.19,2.44484,385.5903994,417.1939524,0.833554817,0.166445183,390.8506586
5/3/1993,450.19,2.45782,394.350035,419.4088939,0.831893688,0.168106312,398.5625874
6/1/1993,450.53,2.52227,394.6478626,430.4068121,0.830232558,0.169767442,400.718568
7/1/1993,448.13,2.56132,392.5455501,437.0704072,0.828571429,0.171428571,400.1783827
8/2/1993,463.56,2.63219,406.0616678,449.1638511,0.826910299,0.173089701,413.5222118
9/1/1993,458.92999,2.63985,402.0059478,450.4709737,0.825249169,0.174750831,410.4752513
10/1/1993,467.82999,2.67122,409.8020235,455.8240333,0.82358804,0.17641196,417.9208564
11/1/1993,461.79001,2.64883,404.5112211,452.0033446,0.82192691,0.17807309,412.9682903
12/1/1993,466.45001,2.67012,408.5932113,455.6363264,0.820265781,0.179734219,417.0484689
1/3/1994,481.60999,2.71182,421.8728013,462.7521245,0.818604651,0.181395349,429.2881204
2/1/1994,467.14001,2.62345,409.1976261,447.6724344,0.816943522,0.183056478,416.240689
3/1/1994,445.76999,2.54656,390.4782673,434.5517218,0.815282392,0.184717608,398.6194104
4/4/1994,450.91,2.52734,394.9807288,431.2719702,0.813621262,0.186378738,401.7446446
5/2/1994,456.5,2.53189,399.8773651,432.0483943,0.811960133,0.188039867,405.9268011
6/1/1994,444.26999,2.51804,389.164322,429.6849937,0.810299003,0.189700997,396.8511338
7/1/1994,458.26001,2.55776,401.4190697,436.4629194,0.808637874,0.191362126,408.1251353
8/1/1994,475.48999,2.56573,416.5119043,437.8229412,0.806976744,0.193023256,420.6254301
9/1/1994,462.70999,2.54422,405.31709,434.152418,0.805315615,0.194684385,410.9308781
10/3/1994,472.35001,2.53414,413.7613963,432.4323402,0.803654485,0.196345515,417.4273524
11/1/1994,453.69,2.54193,397.4159075,433.7616464,0.801993355,0.198006645,404.6126053
12/1/1994,459.26999,2.52806,402.3037754,431.3948329,0.800332226,0.199667774,408.1123221
1/3/1995,470.42001,2.55774,412.0707866,436.4595065,0.798671096,0.201328904,416.9809409
2/1/1995,487.39001,2.59346,426.9358882,442.5548616,0.797009967,0.202990033,430.1063842
3/1/1995,500.70999,2.60846,438.6037053,445.1145012,0.795348837,0.204651163,439.9361473
4/3/1995,514.71002,2.64569,450.8672214,451.4675267,0.793687708,0.206312292,450.9910718
5/1/1995,533.40002,2.74013,467.2389804,467.5830176,0.792026578,0.207973422,467.310531
6/1/1995,544.75,2.75849,477.1811493,470.7160165,0.790365449,0.209634551,475.8258341
7/3/1995,562.06,2.75055,492.3440785,469.361114,0.788704319,0.211295681,487.4878773
8/1/1995,561.88,2.77801,492.186405,474.0469609,0.787043189,0.212956811,488.3234869
9/1/1995,584.40997,2.80489,511.9218378,478.633835,0.78538206,0.21461794,504.7776352
10/2/1995,581.5,2.84356,509.3728101,485.2325859,0.78372093,0.21627907,504.1517849
11/1/1995,605.37,2.88207,530.2820603,491.804034,0.782059801,0.217940199,521.8961516
12/1/1995,615.92999,2.92155,539.5322267,498.5410054,0.780398671,0.219601329,530.5305
1/2/1996,636.02002,2.94147,557.1303609,501.9402068,0.778737542,0.221262458,544.9188517
2/1/1996,640.42999,2.88861,560.9933339,492.9200369,0.777076412,0.222923588,545.8181903
3/1/1996,645.5,2.86876,565.4344779,489.5327805,0.775415282,0.224584718,548.3881166
4/1/1996,654.16998,2.85231,573.0290645,486.725709,0.773754153,0.226245847,553.5032887
5/1/1996,669.12,2.84385,586.1247372,485.2820723,0.772093023,0.227906977,563.1419903
6/3/1996,670.63,2.87657,587.4474422,490.8654995,0.770431894,0.229568106,565.2753085
7/1/1996,639.95001,2.88491,560.5728889,492.2886591,0.768770764,0.231229236,544.7835786
8/1/1996,651.98999,2.88041,571.1194727,491.5207672,0.767109635,0.232890365,552.5817011
9/3/1996,687.33002,2.92559,602.0760512,499.2304017,0.765448505,0.234551495,577.9534503
10/1/1996,705.27002,2.9877,617.7908374,509.8290161,0.763787375,0.236212625,592.2888922
11/1/1996,757.02002,3.04142,663.1219516,518.9959387,0.762126246,0.237873754,628.8381559
12/2/1996,740.73999,3.01155,648.8612386,513.898843,0.760465116,0.239534884,616.5330369
1/2/1997,786.15997,3.01932,688.647486,515.2247364,0.758803987,0.241196013,646.8186102
2/3/1997,790.82001,3.02579,692.7295112,516.3287942,0.757142857,0.242857143,649.8893371
3/3/1997,757.12,2.99084,663.2095305,510.364834,0.755481728,0.244518272,625.8362093
4/1/1997,801.34003,3.03262,701.9446654,517.4942835,0.753820598,0.246179402,656.5367807
5/1/1997,848.28003,3.05825,743.0623949,521.8678543,0.752159468,0.247840532,688.2414224
6/2/1997,885.14001,3.09609,775.3503942,528.3249718,0.750498339,0.249501661,713.717141
7/1/1997,954.31,3.17829,835.9407849,542.3517969,0.748837209,0.251162791,762.2021553
8/1/1997,899.46997,3.15114,787.902917,537.7188492,0.74717608,0.25282392,724.6504002
9/2/1997,947.28003,3.19401,829.7827873,545.0342992,0.74551495,0.25448505,757.3185541
10/1/1997,914.62,3.23755,801.1737912,552.4640797,0.743853821,0.256146179,737.4677488
11/3/1997,955.40002,3.24565,836.8956027,553.8462851,0.742192691,0.257807309,763.9234198
12/1/1997,970.42999,3.28073,850.0613087,559.8324289,0.740531561,0.259468439,774.7560744
1/2/1998,980.28003,3.32409,858.6895848,567.2314938,0.738870432,0.261129568,782.5812594
2/2/1998,1049.33997,3.32554,919.1835757,567.4789256,0.737209302,0.262790698,826.7588653
3/2/1998,1101.75,3.33749,965.0928521,569.5181052,0.735548173,0.264451827,860.4823875
4/1/1998,1111.75,3.35366,973.8524877,572.2773967,0.733887043,0.266112957,866.9881529
5/1/1998,1090.81995,3.38409,955.5185266,577.4700522,0.732225914,0.267774086,854.2869418
6/1/1998,1133.83997,3.40958,993.2024965,581.8197331,0.730564784,0.269435216,882.3614928
7/1/1998,1120.67004,3.41708,981.6661177,583.0995529,0.728903654,0.271096346,873.6161786
8/3/1998,957.28003,3.44791,838.5424229,588.3604655,0.727242525,0.272757475,770.3034239
9/1/1998,1017.01001,3.52537,890.8637088,601.5784444,0.725581395,0.274418605,811.4784502
10/1/1998,1098.67004,3.49997,962.3949194,597.2441214,0.723920266,0.276079734,861.5841841
11/2/1998,1163.63,3.52613,1019.297477,601.7081328,0.722259136,0.277740864,903.315852
12/1/1998,1229.22998,3.54336,1076.760669,604.6483055,0.720598007,0.279401993,944.8515337
1/4/1999,1279.64001,3.57031,1120.918019,609.2471247,0.718936877,0.281063123,977.1061992
2/1/1999,1238.32996,3.50924,1084.73192,598.8259786,0.717275748,0.282724252,947.354526
3/1/1999,1286.37,3.53108,1126.813245,602.5528139,0.715614618,0.284385382,977.7212417
4/1/1999,1335.18005,3.54272,1169.56907,604.5390942,0.713953488,0.286046512,1007.944216
5/3/1999,1301.83997,3.50124,1140.364375,597.4608375,0.712292359,0.287707641,984.1668785
6/1/1999,1372.70996,3.48912,1202.443903,595.3926487,0.710631229,0.289368771,1026.782228
7/1/1999,1328.71997,3.47732,1163.910275,593.3790656,0.7089701,0.2910299,997.868634
8/2/1999,1320.41003,3.47044,1156.63107,592.2050442,0.70730897,0.29269103,991.4286355
9/1/1999,1282.70996,3.51299,1123.607183,599.4658885,0.705647841,0.294352159,969.325061
10/1/1999,1362.93005,3.51668,1193.877059,600.0955599,0.703986711,0.296013289,1018.109844
11/1/1999,1388.91003,3.51982,1216.634574,600.6313778,0.702325581,0.297674419,1033.266181
12/1/1999,1469.25,3.50822,1287.00946,598.6519231,0.700664452,0.299335548,1080.95958
1/3/2000,1394.45996,3.50167,1221.496111,597.5342138,0.699003322,0.300996678,1033.685653
2/1/2000,1366.42004,3.54019,1196.934163,604.1073683,0.697342193,0.302657807,1017.510505
3/1/2000,1498.57996,3.58561,1312.701437,611.8579571,0.695681063,0.304318937,1099.421494
4/3/2000,1452.43005,3.56864,1272.275797,608.9621515,0.694019934,0.305980066,1069.315044
5/1/2000,1420.59998,3.56256,1244.393816,607.9246442,0.692358804,0.307641196,1048.589679
6/1/2000,1454.59998,3.63957,1274.176577,621.0658339,0.690697674,0.309302326,1072.167905
7/3/2000,1430.82996,3.67018,1253.354905,626.2892051,0.689036545,0.310963455,1058.360389
8/1/2000,1517.68005,3.72218,1329.432419,635.1626224,0.687375415,0.312624585,1112.386612
9/1/2000,1436.51001,3.74784,1258.330422,639.5413126,0.685714286,0.314285714,1063.853845
10/2/2000,1429.40002,3.75755,1252.10233,641.1982526,0.684053156,0.315946844,1059.089115
11/1/2000,1314.94995,3.82115,1151.848239,652.0511245,0.682392027,0.317607973,993.1086906
12/1/2000,1320.28003,3.89044,1156.517195,663.8749531,0.680730897,0.319269103,999.2317484
1/2/2001,1366.01001,3.95475,1196.574991,674.8489813,0.679069767,0.320930233,1029.137342
2/1/2001,1239.93994,3.99095,1086.142204,681.0262448,0.677408638,0.322591362,955.4552949
3/1/2001,1160.32996,4.00646,1016.406762,683.6729122,0.675747508,0.324252492,908.5169824
4/2/2001,1249.45996,3.98172,1094.481395,679.4512133,0.674086379,0.325913621,959.2174052
5/1/2001,1255.81995,4.01243,1100.052514,684.6916487,0.672425249,0.327574751,963.9907821
6/1/2001,1224.38,4.02584,1072.512263,686.9799666,0.67076412,0.32923588,945.5811983
7/2/2001,1211.22998,4.11835,1060.993325,702.7661172,0.66910299,0.33089701,942.4570132
8/1/2001,1133.57996,4.1651,992.9747372,710.7436606,0.66744186,0.33255814,899.1164955
9/4/2001,1040.93994,4.21095,911.8254555,718.5676257,0.665780731,0.334219269,847.2349649
10/1/2001,1059.78003,4.29739,928.3286878,733.3179755,0.664119601,0.335880399,862.828412
11/1/2001,1139.44995,4.24676,998.1166345,724.6783386,0.662458472,0.337541528,905.8198543
12/3/2001,1148.07996,4.22869,1005.676209,721.5948261,0.660797342,0.339202658,909.3150488
1/2/2002,1130.19995,4.25754,990.0139716,726.5178663,0.659136213,0.340863787,900.1976912
2/1/2002,1106.72998,4.29577,969.4551331,733.0415344,0.657475083,0.342524917,888.4775849
3/1/2002,1147.39001,4.22033,1005.071838,720.1682536,0.655813953,0.344186047,907.0119995
4/1/2002,1076.92004,4.29035,943.342712,732.1166513,0.654152824,0.345847176,870.2907754
5/1/2002,1067.14001,4.32434,934.7757621,737.9167946,0.652491694,0.347508306,866.3656359
6/3/2002,989.82001,4.34024,867.0462596,740.6300126,0.650830565,0.349169435,822.9055701
7/1/2002,911.62,4.3681,798.5459005,745.3841166,0.649169435,0.350830565,779.8951218
8/1/2002,916.07001,4.46643,802.4439471,762.1634074,0.647508306,0.352491694,788.2453914
9/3/2002,815.28003,4.51698,714.1555974,770.7893929,0.645847176,0.354152824,734.212616
10/1/2002,885.76001,4.50218,775.8934916,768.2638818,0.644186047,0.355813953,773.17877
11/1/2002,936.31,4.52135,820.1734408,771.5351012,0.642524917,0.357475083,802.7864463
12/2/2002,879.82001,4.6258,770.690268,789.358725,0.640863787,0.359136213,777.394787
1/2/2003,855.70001,4.63257,749.562027,790.5139756,0.639202658,0.360797342,764.3373812
2/3/2003,841.15002,4.70004,736.8167659,802.0272346,0.637541528,0.362458472,760.4528527
3/3/2003,848.17999,4.70687,742.9747635,803.1927238,0.635880399,0.364119601,764.9013032
4/1/2003,916.91998,4.75562,803.1884898,811.5115525,0.634219269,0.365780731,806.2329058
5/1/2003,963.59003,4.83594,844.069753,825.2175694,0.63255814,0.36744186,837.1426716
6/2/2003,974.5,4.829,853.6264891,824.0333094,0.63089701,0.36910299,842.703558
7/1/2003,990.31,4.6642,867.475473,795.9114023,0.62923588,0.37076412,840.9420834
8/1/2003,1008.01001,4.70203,882.9800368,802.3668134,0.627574751,0.372425249,852.957637
9/2/2003,995.96997,4.82979,872.4334005,824.1681171,0.625913621,0.374086379,854.3780154
10/1/2003,1050.70996,4.78613,920.383637,816.7178595,0.624252492,0.375747508,881.4314794
11/3/2003,1058.19995,4.79819,926.9445953,818.7758097,0.622591362,0.377408638,886.1207613
12/1/2003,1111.92004,4.84429,974.0014366,826.6424354,0.620930233,0.379069767,918.1420943
1/2/2004,1131.13,4.88415,990.8286615,833.444251,0.619269103,0.380730897,930.9075538
2/2/2004,1144.93994,4.92925,1002.925666,841.1402341,0.617607973,0.382392027,941.0602067
3/1/2004,1126.20996,4.96998,986.5188858,848.0905089,0.615946844,0.384053156,933.3550307
4/1/2004,1107.30005,4.84773,969.9544937,827.2294461,0.614285714,0.385714286,914.9034039
5/3/2004,1120.68005,4.82761,981.6748861,823.7961162,0.612624585,0.387375415,920.5165321
6/1/2004,1140.83997,4.85271,999.3342414,828.0792464,0.610963455,0.389036545,932.7097899
7/1/2004,1101.71997,4.90535,965.066547,837.061875,0.609302326,0.390697674,915.0554193
8/2/2004,1104.23999,4.9976,967.2739926,852.8036586,0.607641196,0.392358804,922.3605493
9/1/2004,1114.57996,5.01079,976.3314296,855.054435,0.605980066,0.394019934,928.5458762
10/1/2004,1130.19995,5.05189,990.0139716,862.0678475,0.604318937,0.395681063,939.3881132
11/1/2004,1173.81995,5.01938,1028.223502,856.5202553,0.602657807,0.397342193,959.9985575
12/1/2004,1211.92004,5.06913,1061.597793,865.0097266,0.600996678,0.399003322,983.1585011
1/3/2005,1181.27002,5.10351,1034.749492,870.8764206,0.599335548,0.400664452,969.0913776
2/1/2005,1203.59998,5.07649,1054.309723,866.2656565,0.597674419,0.402325581,978.6547847
3/1/2005,1180.58997,5.05153,1034.153793,862.0064162,0.596013289,0.403986711,964.6085404
4/1/2005,1156.84998,5.10789,1013.358427,871.6238354,0.594352159,0.405647841,955.8640958
5/2/2005,1191.5,5.16451,1043.710582,881.2856217,0.59269103,0.40730897,977.5534385
6/1/2005,1191.32996,5.19122,1043.561633,885.8434866,0.5910299,0.4089701,979.0596268
7/1/2005,1234.18005,5.15948,1081.09675,880.4272892,0.589368771,0.410631229,998.6956027
8/1/2005,1220.32996,5.21845,1068.964576,890.4900857,0.587707641,0.412292359,995.3809074
9/1/2005,1228.81006,5.1726,1076.392835,882.6661206,0.586046512,0.413953488,996.1989856
