Date,Close
1980-01-02,99.84416667
1980-02-01,99.25103407
1980-03-03,88.97677843
1980-04-01,92.51073493
1980-05-01,96.69490715
1980-06-02,99.16685529
1980-07-01,105.5091797
1980-08-01,105.9640599
1980-09-02,108.4907693
1980-10-01,110.077454
1980-11-03,121.3169626
1980-12-01,116.962049
1981-01-02,111.3454827
1981-02-02,112.6729508
1981-03-02,116.6306126
1981-04-01,113.6549975
1981-05-01,113.2812944
1981-06-01,111.8933661
1981-07-01,111.4606165
1981-08-03,104.1714191
1981-09-01,98.22270921
1981-10-01,103.058076
1981-11-02,106.7924003
1981-12-01,103.2964527
1982-01-04,101.2487799
1982-02-01,94.70860547
1982-03-01,93.54841713
1982-04-01,97.31378825
1982-05-03,93.16667338
1982-06-01,91.02861371
1982-07-01,88.67500307
1982-08-02,99.39133417
1982-09-01,100.0240825
1982-10-01,111.4918643
1982-11-01,115.5161496
1982-12-01,117.172453
1983-01-03,121.0561024
1983-02-01,123.2716535
1983-03-01,127.3550867
1983-04-04,137.1779172
1983-05-02,135.1692909
1983-06-01,139.5392638
1983-07-01,134.8674674
1983-08-01,136.2548185
1983-09-01,137.4910025
1983-10-03,135.0603127
1983-11-01,137.3296569
1983-12-01,135.8168539
1984-01-03,134.2623364
1984-02-01,128.4855741
1984-03-01,130.1253205
1984-04-02,130.6689424
1984-05-01,122.1417813
1984-06-01,124.2364594
1984-07-02,121.8233826
1984-08-01,135.6287847
1984-09-04,134.8940096
1984-10-01,134.6585212
1984-11-01,132.2365589
1984-12-03,135.2143045
1985-01-02,145.8222815
1985-02-01,146.9326977
1985-03-01,146.2305967
1985-04-01,145.2580713
1985-05-01,153.5136931
1985-06-03,155.2665345
1985-07-01,154.1912656
1985-08-01,151.9278209
1985-09-03,145.9417125
1985-10-01,152.4625667
1985-11-01,163.0047372
1985-12-02,170.6963589
1986-01-02,170.8452518
1986-02-03,183.7975845
1986-03-03,193.9655104
1986-04-01,190.6832673
1986-05-01,200.7082815
1986-06-02,203.4229782
1986-07-01,190.2064806
1986-08-01,204.5861589
1986-09-02,185.340842
1986-10-01,196.0974887
1986-11-03,200.3473417
1986-12-01,193.8412261
1987-01-02,221.4190835
1987-02-02,229.8959069
1987-03-02,236.0674505
1987-04-01,232.7480909
1987-05-01,233.8762859
1987-06-01,245.6371975
1987-07-01,258.0438386
1987-08-03,267.3518727
1987-09-01,259.9311313
1987-10-01,198.2349393
1987-11-02,179.0961217
1987-12-01,193.4575154
1988-01-04,201.8574884
1988-02-01,210.9085108
1988-03-01,202.7327602
1988-04-04,204.513367
1988-05-02,204.8825658
1988-06-01,214.4426532
1988-07-01,212.7748994
1988-08-01,203.2202959
1988-09-01,211.9503972
1988-10-03,217.7538938
1988-11-01,212.7639622
1988-12-01,215.9062272
1989-01-03,232.8004481
1989-02-01,224.8640867
1989-03-01,229.7261262
1989-04-03,242.2414447
1989-05-01,251.3343871
1989-06-01,248.6754007
1989-07-03,272.8175451
1989-08-01,277.0417425
1989-09-01,274.5504039
1989-10-02,266.3860782
1989-11-01,270.8454617
1989-12-01,276.8539454
1990-01-02,255.1013033
1990-02-01,257.1097342
1990-03-01,263.6971993
1990-04-02,255.2393273
1990-05-01,281.4018214
1990-06-01,278.1012481
1990-07-02,275.9770361
1990-08-01,246.1131205
1990-09-04,231.2331819
1990-10-01,229.0224923
1990-11-01,244.5427041
1990-12-03,251.099648
1991-01-02,262.6396203
1991-02-01,282.4083682
1991-03-01,289.035271
1991-04-01,288.6280313
1991-05-01,300.7885997
1991-06-03,283.9277194
1991-07-01,297.9831352
1991-08-01,304.1181898
1991-09-03,296.9577
1991-10-01,300.442679
1991-11-01,284.8376266
1991-12-02,320.944875
1992-01-02,313.1076154
1992-02-03,315.978048
1992-03-02,307.5345533
1992-04-01,316.831487
1992-05-01,316.6149017
1992-06-01,309.7420757
1992-07-01,323.2397276
1992-08-03,313.7572585
1992-09-01,316.4893173
1992-10-01,316.688649
1992-11-02,327.1983134
1992-12-01,330.422734
1993-01-04,332.5129973
1993-02-01,335.9371968
1993-03-01,342.5823944
1993-04-01,331.9254456
1993-05-03,340.0705524
1993-06-01,339.753387
1993-07-01,337.0393577
1993-08-02,349.922696
1993-09-01,345.2405167
1993-10-01,352.3979842
1993-11-01,346.4768185
1993-12-01,349.9220843
1994-01-03,362.5442559
1994-02-01,349.2314144
1994-03-01,329.9035603
1994-04-04,333.7905101
1994-05-02,338.0640042
1994-06-01,326.7445133
1994-07-01,338.3737164
1994-08-01,352.8174866
1994-09-01,340.9910532
1994-10-03,348.7905812
1994-11-01,331.825786
1994-12-01,336.0867305
1995-01-03,345.2115981
1995-02-01,359.4113913
1995-03-01,370.3957176
1995-04-03,381.9566323
1995-05-01,397.6002771
1995-06-01,406.7988387
1995-07-03,421.1945318
1995-08-01,420.2698678
1995-09-01,439.2075557
1995-10-02,435.8647554
1995-11-01,455.9476494
1995-12-01,464.3570447
1996-01-02,481.0869841
1996-02-01,484.0757425
1996-03-01,487.6357511
1996-04-01,494.3373674
1996-05-01,506.5196624
1996-06-03,506.9269285
1996-07-01,479.1788158
1996-08-01,488.835405
1996-09-03,518.8537483
1996-10-01,533.6058105
1996-11-01,577.9035597
1996-12-02,562.6317046
1997-01-02,601.3448096
1997-02-03,604.3473314
1997-03-03,573.7938491
1997-04-01,611.4351202
1997-05-01,651.3949109
1997-06-02,682.4746558
1997-07-01,741.7623721
1997-08-01,692.4966888
1997-09-02,733.083481
1997-10-01,703.225989
1997-11-03,737.6436382
1997-12-01,749.4846653
1998-01-02,756.7748168
1998-02-02,815.8364133
1998-03-02,860.2417534
1998-04-01,867.4838022
1998-05-01,847.6608247
1998-06-01,883.7970541
1998-07-01,870.7309123
1998-08-03,726.3004888
1998-09-01,777.2335121
1998-10-01,847.2649906
1998-11-02,902.5791432
1998-12-01,958.3643832
1999-01-04,1000.774969
1999-02-01,962.8984962
1999-03-01,1003.22387
1999-04-01,1044.157117
1999-05-03,1013.175354
1999-06-01,1073.381074
1999-07-01,1033.033686
1999-08-02,1023.952064
1999-09-01,989.1772222
1999-10-01,1057.586639
1999-11-01,1078.448233
1999-12-01,1146.817529
2000-01-03,1079.400682
2000-02-01,1052.973511
2000-03-01,1166.695159
2000-04-03,1124.286889
2000-05-01,1094.465728
2000-06-01,1122.262897
2000-07-03,1099.488081
2000-08-01,1173.493896
2000-09-01,1100.431
2000-10-02,1092.251716
2000-11-01,990.2026612
2000-12-01,993.0693778
2001-01-02,1031.262511
2001-02-01,919.1371523
2001-03-01,847.8178102
2001-04-02,924.1868755
2001-05-01,928.0437465
2001-06-01,898.8321643
2001-07-02,885.6598447
2001-08-01,816.0938712
2001-09-04,733.5236615
2001-10-01,748.5802482
2001-11-01,816.8127965
2001-12-03,822.8051921
2002-01-02,805.6001831
2002-02-01,783.5306104
2002-03-01,817.581078
2002-04-01,754.3819099
2002-05-01,744.3582677
2002-06-03,675.2776182
2002-07-01,605.5328583
2002-08-01,608.1804298
2002-09-03,518.7791876
2002-10-01,579.3079811
2002-11-01,622.3098267
2002-12-02,571.6256616
2003-01-02,549.3293531
2003-02-03,535.4358859
2003-03-03,540.4360811
2003-04-01,599.3981721
2003-05-01,638.9640932
2003-06-02,647.1905947
2003-07-01,659.6877627
2003-08-01,673.8163492
2003-09-02,661.9101709
2003-10-01,708.4261429
2003-11-03,713.5426125
2003-12-01,759.0816349
2004-01-02,774.3648185
2004-02-02,784.8989302
2004-03-01,766.954825
2004-04-01,748.8789205
2004-05-03,759.0695362
2004-06-01,775.1715957
2004-07-01,739.4000058
2004-08-02,740.1001162
2004-09-01,747.6361033
2004-10-01,759.7758736
2004-11-01,796.3830891
2004-12-01,828.1030564
2005-01-03,799.6422711
2005-02-01,817.5595364
2005-03-01,795.7920498
2005-04-01,773.4175334
2005-05-02,802.1432393
2005-06-01,800.3680736
2005-07-01,836.2184819
2005-08-01,822.4205046
2005-09-01,828.1713843
2005-10-03,807.4277141
2005-11-01,842.924266
2005-12-01,840.1779521
2006-01-03,866.2773992
2006-02-01,865.0373631
2006-03-01,875.7172255
2006-04-03,887.7158439
2006-05-01,850.4880552
2006-06-01,848.8505158
2006-07-03,852.7666144
2006-08-01,874.777944
2006-09-01,901.0115902
2006-10-02,935.9999138
2006-11-01,953.9636591
2006-12-01,967.5059381
2007-01-03,983.0093392
2007-02-01,953.5661591
2007-03-01,963.9251872
2007-04-02,1015.782215
2007-05-01,1055.958095
2007-06-01,1030.018413
2007-07-02,985.9156139
2007-08-01,1000.301565
2007-09-04,1044.433332
2007-10-01,1062.141417
2007-11-01,1000.343852
2007-12-03,987.1446452
2008-01-02,906.5926301
2008-02-01,862.800045
2008-03-03,854.0480676
2008-04-01,907.2460432
2008-05-01,918.2899914
2008-06-02,811.0942427
2008-07-01,798.3095541
2008-08-01,810.0920377
2008-09-02,706.4764564
2008-10-01,532.0549205
2008-11-03,467.3153877
2008-12-01,472.2229257
2009-01-02,403.3222632
2009-02-02,322.7901282
2009-03-02,376.6939672
2009-04-01,441.147253
2009-05-01,480.4759876
2009-06-01,479.3787495
2009-07-01,537.7364467
2009-08-03,565.3727062
2009-09-01,595.8673427
2009-10-01,576.1540024
2009-11-02,626.7257466
2009-12-01,642.2585799
2010-01-04,604.6767409
2010-02-01,629.9910598
2010-03-01,685.2798634
2010-04-01,698.779015
2010-05-03,612.078267
2010-06-01,559.2521811
2010-07-01,619.8455238
2010-08-02,572.6265102
2010-09-01,651.5434865
2010-10-01,686.7713653
2010-11-01,682.7860373
2010-12-01,748.5973001
2011-01-03,771.7891242
2011-02-01,805.9794876
2011-03-01,802.9520743
2011-04-01,834.1846173
2011-05-02,816.2218371
2011-06-01,792.9054939
2011-07-01,766.2991668
2011-08-01,700.348346
2011-09-01,622.1834025
2011-10-03,727.2350412
2011-11-01,719.9791992
2011-12-01,727.5827906
2012-01-03,773.8029008
2012-02-01,818.6012848
2012-03-01,854.1610731
2012-04-02,843.0027429
2012-05-01,764.497136
2012-06-01,808.0389813
2012-07-02,821.1876146
2012-08-01,843.1463475
2012-09-04,871.0414385
2012-10-01,844.1400492
2012-11-01,845.7282932
2012-12-03,852.5497812
2013-01-02,913.5041394
2013-02-01,925.9513044
2013-03-01,971.5579696
2013-04-01,994.2370722
2013-05-01,1021.066788
2013-06-03,997.4481127
2013-07-01,1064.742279
2013-08-01,1016.297359
2013-09-03,1056.55635
2013-10-01,1119.847096
2013-11-01,1160.540829
2013-12-02,1195.289926
2014-01-02,1135.244473
2014-02-03,1200.032785
2014-03-03,1208.768148
2014-04-01,1216.366394
2014-05-01,1248.446314
2014-06-02,1277.883366
2014-07-01,1249.354487
2014-08-01,1310.302317
2014-09-02,1280.385143
2014-10-01,1317.714519
2014-11-03,1358.261175
2014-12-01,1347.864703
2015-01-02,1289.158703
