Date,Open,High,Low,Close,Volume,Adj Close
2014-12-24,37.33,37.33,37.33,37.33,000,37.33
2014-12-23,37.31,37.31,37.31,37.31,000,37.31
2014-12-22,37.24,37.24,37.24,37.24,000,37.24
2014-12-19,37.10,37.10,37.10,37.10,000,37.10
2014-12-18,36.93,36.93,36.93,36.93,000,36.93
2014-12-17,36.10,36.10,36.10,36.10,000,36.10
2014-12-16,35.34,35.34,35.34,35.34,000,35.34
2014-12-15,36.45,36.45,36.45,36.45,000,35.625
2014-12-12,36.69,36.69,36.69,36.69,000,35.85957
2014-12-11,37.27,37.27,37.27,37.27,000,36.42644
2014-12-10,37.10,37.10,37.10,37.10,000,36.26029
2014-12-09,37.74,37.74,37.74,37.74,000,36.8858
2014-12-08,37.69,37.69,37.69,37.69,000,36.83693
2014-12-05,37.99,37.99,37.99,37.99,000,37.13015
2014-12-04,37.91,37.91,37.91,37.91,000,37.05196
2014-12-03,37.96,37.96,37.96,37.96,000,37.10082
2014-12-02,37.78,37.78,37.78,37.78,000,36.9249
2014-12-01,37.53,37.53,37.53,37.53,000,36.68055
2014-11-28,37.85,37.85,37.85,37.85,000,36.99331
2014-11-26,37.99,37.99,37.99,37.99,000,37.13015
2014-11-25,37.88,37.88,37.88,37.88,000,37.02264
2014-11-24,37.92,37.92,37.92,37.92,000,37.06173
2014-11-21,37.77,37.77,37.77,37.77,000,36.91512
2014-11-20,37.58,37.58,37.58,37.58,000,36.72943
2014-11-19,37.46,37.46,37.46,37.46,000,36.61214
2014-11-18,37.55,37.55,37.55,37.55,000,36.7001
2014-11-17,37.35,37.35,37.35,37.35,000,36.50463
2014-11-14,37.36,37.36,37.36,37.36,000,36.5144
2014-11-13,37.35,37.35,37.35,37.35,000,36.50463
2014-11-12,37.37,37.37,37.37,37.37,000,36.52418
2014-11-11,37.35,37.35,37.35,37.35,000,36.50463
2014-11-10,37.33,37.33,37.33,37.33,000,36.48508
2014-11-07,37.21,37.21,37.21,37.21,000,36.3678
2014-11-06,37.18,37.18,37.18,37.18,000,36.33848
2014-11-05,37.01,37.01,37.01,37.01,000,36.17233
2014-11-04,36.83,36.83,36.83,36.83,000,35.9964
2014-11-03,36.95,36.95,36.95,36.95,000,36.11369
2014-10-31,36.96,36.96,36.96,36.96,000,36.12346
2014-10-30,36.51,36.51,36.51,36.51,000,35.68364
2014-10-29,36.29,36.29,36.29,36.29,000,35.46862
2014-10-28,36.36,36.36,36.36,36.36,000,35.53704
2014-10-27,35.87,35.87,35.87,35.87,000,35.05813
2014-10-24,35.93,35.93,35.93,35.93,000,35.11677
2014-10-23,35.69,35.69,35.69,35.69,000,34.8822
2014-10-22,35.24,35.24,35.24,35.24,000,34.44239
2014-10-21,35.53,35.53,35.53,35.53,000,34.72582
2014-10-20,34.84,34.84,34.84,34.84,000,34.05144
2014-10-17,34.51,34.51,34.51,34.51,000,33.72891
2014-10-16,34.13,34.13,34.13,34.13,000,33.35751
2014-10-15,34.05,34.05,34.05,34.05,000,33.27932
2014-10-14,34.24,34.24,34.24,34.24,000,33.46502
2014-10-13,34.13,34.13,34.13,34.13,000,33.35751
2014-10-10,34.68,34.68,34.68,34.68,000,33.89506
2014-10-09,35.12,35.12,35.12,35.12,000,34.3251
2014-10-08,35.87,35.87,35.87,35.87,000,35.05813
2014-10-07,35.27,35.27,35.27,35.27,000,34.47171
2014-10-06,35.81,35.81,35.81,35.81,000,34.99949
2014-10-03,35.90,35.90,35.90,35.90,000,35.08745
2014-10-02,35.51,35.51,35.51,35.51,000,34.70628
2014-10-01,35.48,35.48,35.48,35.48,000,34.67696
2014-09-30,35.96,35.96,35.96,35.96,000,35.14609
2014-09-29,36.11,36.11,36.11,36.11,000,35.2927
2014-09-26,36.20,36.20,36.20,36.20,000,35.38066
2014-09-25,35.89,35.89,35.89,35.89,000,35.07767
2014-09-24,36.46,36.46,36.46,36.46,000,35.63477
2014-09-23,36.18,36.18,36.18,36.18,000,35.36111
2014-09-22,36.41,36.41,36.41,36.41,000,35.58591
2014-09-19,36.76,36.76,36.76,36.76,000,35.92798
2014-09-18,36.82,36.82,36.82,36.82,000,35.98663
2014-09-17,36.65,36.65,36.65,36.65,000,35.82048
2014-09-16,36.60,36.60,36.60,36.60,000,35.7716
2014-09-15,36.34,36.34,36.34,36.34,000,35.51749
2014-09-12,36.43,36.43,36.43,36.43,000,35.60545
2014-09-11,36.67,36.67,36.67,36.67,000,35.84002
2014-09-10,36.60,36.60,36.60,36.60,000,35.7716
2014-09-09,36.47,36.47,36.47,36.47,000,35.64455
2014-09-08,36.73,36.73,36.73,36.73,000,35.89866
2014-09-05,36.81,36.81,36.81,36.81,000,35.97685
2014-09-04,36.64,36.64,36.64,36.64,000,35.8107
2014-09-03,36.71,36.71,36.71,36.71,000,35.87912
2014-09-02,36.76,36.76,36.76,36.76,000,35.92798
2014-08-29,36.75,36.75,36.75,36.75,000,35.91821
2014-08-28,36.61,36.61,36.61,36.61,000,35.78138
2014-08-27,36.67,36.67,36.67,36.67,000,35.84002
2014-08-26,36.67,36.67,36.67,36.67,000,35.84002
2014-08-25,36.60,36.60,36.60,36.60,000,35.7716
2014-08-22,36.44,36.44,36.44,36.44,000,35.61523
2014-08-21,36.49,36.49,36.49,36.49,000,35.6641
2014-08-20,36.39,36.39,36.39,36.39,000,35.56636
2014-08-19,36.32,36.32,36.32,36.32,000,35.49794
2014-08-18,36.14,36.14,36.14,36.14,000,35.32202
2014-08-15,35.81,35.81,35.81,35.81,000,34.99949
2014-08-14,35.81,35.81,35.81,35.81,000,34.99949
2014-08-13,35.65,35.65,35.65,35.65,000,34.84311
2014-08-12,35.40,35.40,35.40,35.40,000,34.59877
2014-08-11,35.48,35.48,35.48,35.48,000,34.67696
2014-08-08,35.35,35.35,35.35,35.35,000,34.5499
2014-08-07,34.96,34.96,34.96,34.96,000,34.16872
2014-08-06,35.14,35.14,35.14,35.14,000,34.34465
2014-08-05,35.12,35.12,35.12,35.12,000,34.3251
2014-08-04,35.43,35.43,35.43,35.43,000,34.62809
2014-08-01,35.18,35.18,35.18,35.18,000,34.38375
2014-07-31,35.28,35.28,35.28,35.28,000,34.48148
2014-07-30,36.00,36.00,36.00,36.00,000,35.18518
2014-07-29,35.97,35.97,35.97,35.97,000,35.15586
2014-07-28,36.11,36.11,36.11,36.11,000,35.2927
2014-07-25,36.12,36.12,36.12,36.12,000,35.30247
2014-07-24,36.32,36.32,36.32,36.32,000,35.49794
2014-07-23,36.30,36.30,36.30,36.30,000,35.47839
2014-07-22,36.24,36.24,36.24,36.24,000,35.41975
2014-07-21,36.05,36.05,36.05,36.05,000,35.23405
2014-07-18,36.14,36.14,36.14,36.14,000,35.32202
2014-07-17,35.75,35.75,35.75,35.75,000,34.94085
2014-07-16,36.18,36.18,36.18,36.18,000,35.36111
2014-07-15,36.06,36.06,36.06,36.06,000,35.24383
2014-07-14,36.17,36.17,36.17,36.17,000,35.35134
2014-07-11,35.99,35.99,35.99,35.99,000,35.17542
2014-07-10,35.95,35.95,35.95,35.95,000,35.13632
2014-07-09,36.12,36.12,36.12,36.12,000,35.30247
2014-07-08,35.96,35.96,35.96,35.96,000,35.14609
2014-07-07,36.23,36.23,36.23,36.23,000,35.40998
2014-07-03,36.44,36.44,36.44,36.44,000,35.61523
2014-07-02,36.24,36.24,36.24,36.24,000,35.41975
2014-07-01,36.25,36.25,36.25,36.25,000,35.42953
2014-06-30,35.99,35.99,35.99,35.99,000,35.17542
2014-06-27,35.97,35.97,35.97,35.97,000,35.15586
2014-06-26,35.87,35.87,35.87,35.87,000,35.05813
2014-06-25,35.91,35.91,35.91,35.91,000,35.09722
2014-06-24,35.72,35.72,35.72,35.72,000,34.91153
2014-06-23,35.97,35.97,35.97,35.97,000,35.15586
2014-06-20,35.98,35.98,35.98,35.98,000,35.16564
2014-06-19,35.91,35.91,35.91,35.91,000,35.09722
2014-06-18,35.86,35.86,35.86,35.86,000,35.04836
2014-06-17,35.60,35.60,35.60,35.60,000,34.79424
2014-06-16,35.49,35.49,35.49,35.49,000,34.68673
2014-06-13,35.45,35.45,35.45,35.45,000,34.64764
2014-06-12,35.34,35.34,35.34,35.34,000,34.54012
2014-06-11,35.58,35.58,35.58,35.58,000,34.77469
2014-06-10,35.70,35.70,35.70,35.70,000,34.89198
2014-06-09,35.73,35.73,35.73,35.73,000,34.9213
2014-06-06,35.66,35.66,35.66,35.66,000,34.85288
2014-06-05,35.48,35.48,35.48,35.48,000,34.67696
2014-06-04,35.20,35.20,35.20,35.20,000,34.40329
2014-06-03,35.11,35.11,35.11,35.11,000,34.31533
2014-06-02,35.13,35.13,35.13,35.13,000,34.33488
2014-05-30,35.10,35.10,35.10,35.10,000,34.30555
2014-05-29,35.07,35.07,35.07,35.07,000,34.27623
2014-05-28,34.89,34.89,34.89,34.89,000,34.10031
2014-05-27,34.94,34.94,34.94,34.94,000,34.14918
2014-05-23,34.71,34.71,34.71,34.71,000,33.92438
2014-05-22,34.53,34.53,34.53,34.53,000,33.74846
2014-05-21,34.42,34.42,34.42,34.42,000,33.64095
2014-05-20,34.15,34.15,34.15,34.15,000,33.37706
2014-05-19,34.41,34.41,34.41,34.41,000,33.63117
2014-05-16,34.25,34.25,34.25,34.25,000,33.4748
2014-05-15,34.11,34.11,34.11,34.11,000,33.33796
2014-05-14,34.42,34.42,34.42,34.42,000,33.64095
2014-05-13,34.61,34.61,34.61,34.61,000,33.82665
2014-05-12,34.63,34.63,34.63,34.63,000,33.8462
2014-05-09,34.25,34.25,34.25,34.25,000,33.4748
2014-05-08,34.17,34.17,34.17,34.17,000,33.3966
2014-05-07,34.25,34.25,34.25,34.25,000,33.4748
2014-05-06,34.08,34.08,34.08,34.08,000,33.30864
2014-05-05,34.40,34.40,34.40,34.40,000,33.6214
2014-05-02,34.35,34.35,34.35,34.35,000,33.57253
2014-05-01,34.37,34.37,34.37,34.37,000,33.59208
2014-04-30,34.36,34.36,34.36,34.36,000,33.58231
2014-04-29,34.24,34.24,34.24,34.24,000,33.46502
2014-04-28,34.07,34.07,34.07,34.07,000,33.29887
2014-04-25,34.01,34.01,34.01,34.01,000,33.24023
2014-04-24,34.34,34.34,34.34,34.34,000,33.56276
2014-04-23,34.31,34.31,34.31,34.31,000,33.53344
2014-04-22,34.40,34.40,34.40,34.40,000,33.6214
2014-04-21,34.22,34.22,34.22,34.22,000,33.44548
2014-04-17,34.09,34.09,34.09,34.09,000,33.31842
2014-04-16,34.02,34.02,34.02,34.02,000,33.25
2014-04-15,33.66,33.66,33.66,33.66,000,32.89815
2014-04-14,33.44,33.44,33.44,33.44,000,32.68313
2014-04-11,33.20,33.20,33.20,33.20,000,32.44856
2014-04-10,33.54,33.54,33.54,33.54,000,32.78086
2014-04-09,34.28,34.28,34.28,34.28,000,33.50412
2014-04-08,33.90,33.90,33.90,33.90,000,33.13272
2014-04-07,33.73,33.73,33.73,33.73,000,32.96656
2014-04-04,34.14,34.14,34.14,34.14,000,33.36728
2014-04-03,34.62,34.62,34.62,34.62,000,33.83642
2014-04-02,34.71,34.71,34.71,34.71,000,33.92438
2014-04-01,34.60,34.60,34.60,34.60,000,33.81687
2014-03-31,34.32,34.32,34.32,34.32,000,33.54321
2014-03-28,34.00,34.00,34.00,34.00,000,33.23045
2014-03-27,33.85,33.85,33.85,33.85,000,33.08385
2014-03-26,33.91,33.91,33.91,33.91,000,33.14249
2014-03-25,34.20,34.20,34.20,34.20,000,33.42593
2014-03-24,34.08,34.08,34.08,34.08,000,33.30864
2014-03-21,34.29,34.29,34.29,34.29,000,33.51389
2014-03-20,34.40,34.40,34.40,34.40,000,33.6214
2014-03-19,34.22,34.22,34.22,34.22,000,33.44548
2014-03-18,34.43,34.43,34.43,34.43,000,33.65072
2014-03-17,34.16,34.16,34.16,34.16,000,33.38683
2014-03-14,33.91,33.91,33.91,33.91,000,33.14249
2014-03-13,33.91,33.91,33.91,33.91,000,33.14249
2014-03-12,34.31,34.31,34.31,34.31,000,33.53344
2014-03-11,34.27,34.27,34.27,34.27,000,33.49434
2014-03-10,34.47,34.47,34.47,34.47,000,33.68982
2014-03-07,34.51,34.51,34.51,34.51,000,33.72891
2014-03-06,34.50,34.50,34.50,34.50,000,33.71914
2014-03-05,34.45,34.45,34.45,34.45,000,33.67027
2014-03-04,34.45,34.45,34.45,34.45,000,33.67027
2014-03-03,33.90,33.90,33.90,33.90,000,33.13272
2014-02-28,34.14,34.14,34.14,34.14,000,33.36728
2014-02-27,34.08,34.08,34.08,34.08,000,33.30864
2014-02-26,33.91,33.91,33.91,33.91,000,33.14249
2014-02-25,33.87,33.87,33.87,33.87,000,33.10339
2014-02-24,33.91,33.91,33.91,33.91,000,33.14249
2014-02-21,33.69,33.69,33.69,33.69,000,32.92747
2014-02-20,33.73,33.73,33.73,33.73,000,32.96656
2014-02-19,33.50,33.50,33.50,33.50,000,32.74177
2014-02-18,33.73,33.73,33.73,33.73,000,32.96656
2014-02-14,33.63,33.63,33.63,33.63,000,32.86883
2014-02-13,33.48,33.48,33.48,33.48,000,32.72222
2014-02-12,33.26,33.26,33.26,33.26,000,32.5072
2014-02-11,33.22,33.22,33.22,33.22,000,32.46811
2014-02-10,32.87,32.87,32.87,32.87,000,32.12603
2014-02-07,32.81,32.81,32.81,32.81,000,32.06739
2014-02-06,32.39,32.39,32.39,32.39,000,31.65689
2014-02-05,31.99,31.99,31.99,31.99,000,31.26595
2014-02-04,32.06,32.06,32.06,32.06,000,31.33436
2014-02-03,31.81,31.81,31.81,31.81,000,31.09002
2014-01-31,32.60,32.60,32.60,32.60,000,31.86214
2014-01-30,32.80,32.80,32.80,32.80,000,32.05761
2014-01-29,32.42,32.42,32.42,32.42,000,31.68621
2014-01-28,32.76,32.76,32.76,32.76,000,32.01852
2014-01-27,32.53,32.53,32.53,32.53,000,31.79372
2014-01-24,32.73,32.73,32.73,32.73,000,31.9892
2014-01-23,33.46,33.46,33.46,33.46,000,32.70267
2014-01-22,33.75,33.75,33.75,33.75,000,32.98611
2014-01-21,33.69,33.69,33.69,33.69,000,32.92747
2014-01-17,33.59,33.59,33.59,33.59,000,32.82973
2014-01-16,33.71,33.71,33.71,33.71,000,32.94702
2014-01-15,33.75,33.75,33.75,33.75,000,32.98611
2014-01-14,33.57,33.57,33.57,33.57,000,32.81018
2014-01-13,33.20,33.20,33.20,33.20,000,32.44856
2014-01-10,33.62,33.62,33.62,33.62,000,32.85905
2014-01-09,33.52,33.52,33.52,33.52,000,32.76132
2014-01-08,33.51,33.51,33.51,33.51,000,32.75154
2014-01-07,33.50,33.50,33.50,33.50,000,32.74177
2014-01-06,33.28,33.28,33.28,33.28,000,32.52675
2014-01-03,33.38,33.38,33.38,33.38,000,32.62449
2014-01-02,33.37,33.37,33.37,33.37,000,32.61471
2013-12-31,33.67,33.67,33.67,33.67,000,32.90792
2013-12-30,33.54,33.54,33.54,33.54,000,32.78086
2013-12-27,33.54,33.54,33.54,33.54,000,32.78086
2013-12-26,33.55,33.55,33.55,33.55,000,32.79064
2013-12-24,33.41,33.41,33.41,33.41,000,32.65381
2013-12-23,33.30,33.30,33.30,33.30,000,32.5463
2013-12-20,33.10,33.10,33.10,33.10,000,32.35082
2013-12-19,32.89,32.89,32.89,32.89,000,32.14558
2013-12-18,32.94,32.94,32.94,32.94,000,32.19444
2013-12-17,32.43,32.43,32.43,32.43,000,31.69599
2013-12-16,32.51,32.51,32.51,32.51,000,31.77418
2013-12-13,32.29,32.29,32.29,32.29,000,31.55916
2013-12-12,32.27,32.27,32.27,32.27,000,31.53961
2013-12-11,33.00,33.00,33.00,33.00,000,31.61193
2013-12-10,33.41,33.41,33.41,33.41,000,32.00469
2013-12-09,33.52,33.52,33.52,33.52,000,32.11006
2013-12-06,33.47,33.47,33.47,33.47,000,32.06217
2013-12-05,33.13,33.13,33.13,33.13,000,31.73647
2013-12-04,33.23,33.23,33.23,33.23,000,31.83226
2013-12-03,33.26,33.26,33.26,33.26,000,31.861
2013-12-02,33.37,33.37,33.37,33.37,000,31.96637
2013-11-29,33.48,33.48,33.48,33.48,000,32.07174
2013-11-27,33.51,33.51,33.51,33.51,000,32.10048
2013-11-26,33.40,33.40,33.40,33.40,000,31.99511
2013-11-25,33.36,33.36,33.36,33.36,000,31.95679
2013-11-22,33.41,33.41,33.41,33.41,000,32.00469
2013-11-21,33.24,33.24,33.24,33.24,000,31.84184
2013-11-20,32.93,32.93,32.93,32.93,000,31.54488
2013-11-19,33.04,33.04,33.04,33.04,000,31.65025
2013-11-18,33.13,33.13,33.13,33.13,000,31.73647
2013-11-15,33.29,33.29,33.29,33.29,000,31.88974
2013-11-14,33.15,33.15,33.15,33.15,000,31.75563
2013-11-13,33.01,33.01,33.01,33.01,000,31.62151
2013-11-12,32.71,32.71,32.71,32.71,000,31.33413
2013-11-11,32.78,32.78,32.78,32.78,000,31.40119
2013-11-08,32.74,32.74,32.74,32.74,000,31.36287
2013-11-07,32.30,32.30,32.30,32.30,000,30.94138
2013-11-06,32.75,32.75,32.75,32.75,000,31.37245
2013-11-05,32.65,32.65,32.65,32.65,000,31.27666
2013-11-04,32.75,32.75,32.75,32.75,000,31.37245
2013-11-01,32.60,32.60,32.60,32.60,000,31.22876
2013-10-31,32.53,32.53,32.53,32.53,000,31.1617
2013-10-30,32.65,32.65,32.65,32.65,000,31.27666
2013-10-29,32.84,32.84,32.84,32.84,000,31.45867
2013-10-28,32.68,32.68,32.68,32.68,000,31.3054
2013-10-25,32.65,32.65,32.65,32.65,000,31.27666
2013-10-24,32.54,32.54,32.54,32.54,000,31.17128
2013-10-23,32.41,32.41,32.41,32.41,000,31.04675
2013-10-22,32.57,32.57,32.57,32.57,000,31.20002
2013-10-21,32.39,32.39,32.39,32.39,000,31.02759
2013-10-18,32.40,32.40,32.40,32.40,000,31.03717
2013-10-17,32.17,32.17,32.17,32.17,000,30.81684
2013-10-16,31.93,31.93,31.93,31.93,000,30.58694
2013-10-15,31.50,31.50,31.50,31.50,000,30.17503
2013-10-14,31.73,31.73,31.73,31.73,000,30.39535
2013-10-11,31.60,31.60,31.60,31.60,000,30.27082
2013-10-10,31.38,31.38,31.38,31.38,000,30.06008
2013-10-09,30.69,30.69,30.69,30.69,000,29.3991
2013-10-08,30.70,30.70,30.70,30.70,000,29.40868
2013-10-07,31.12,31.12,31.12,31.12,000,29.81101
2013-10-04,31.40,31.40,31.40,31.40,000,30.07924
2013-10-03,31.18,31.18,31.18,31.18,000,29.86849
2013-10-02,31.46,31.46,31.46,31.46,000,30.13671
2013-10-01,31.49,31.49,31.49,31.49,000,30.16545
2013-09-30,31.21,31.21,31.21,31.21,000,29.89723
2013-09-27,31.36,31.36,31.36,31.36,000,30.04092
2013-09-26,31.49,31.49,31.49,31.49,000,30.16545
2013-09-25,31.36,31.36,31.36,31.36,000,30.04092
2013-09-24,31.42,31.42,31.42,31.42,000,30.09839
2013-09-23,31.47,31.47,31.47,31.47,000,30.14629
2013-09-20,31.61,31.61,31.61,31.61,000,30.2804
2013-09-19,31.83,31.83,31.83,31.83,000,30.49115
2013-09-18,31.87,31.87,31.87,31.87,000,30.52947
2013-09-17,31.51,31.51,31.51,31.51,000,30.18461
2013-09-16,31.35,31.35,31.35,31.35,000,30.03134
2013-09-13,31.19,31.19,31.19,31.19,000,29.87807
2013-09-12,31.10,31.10,31.10,31.10,000,29.79185
2013-09-11,31.20,31.20,31.20,31.20,000,29.88765
2013-09-10,31.12,31.12,31.12,31.12,000,29.81101
2013-09-09,30.88,30.88,30.88,30.88,000,29.58111
2013-09-06,30.54,30.54,30.54,30.54,000,29.25541
2013-09-05,30.53,30.53,30.53,30.53,000,29.24583
2013-09-04,30.48,30.48,30.48,30.48,000,29.19793
2013-09-03,30.22,30.22,30.22,30.22,000,28.94887
2013-08-30,30.10,30.10,30.10,30.10,000,28.83392
2013-08-29,30.24,30.24,30.24,30.24,000,28.96803
2013-08-28,30.15,30.15,30.15,30.15,000,28.88181
2013-08-27,30.06,30.06,30.06,30.06,000,28.7956
2013-08-26,30.58,30.58,30.58,30.58,000,29.29373
2013-08-23,30.67,30.67,30.67,30.67,000,29.37994
2013-08-22,30.56,30.56,30.56,30.56,000,29.27457
2013-08-21,30.27,30.27,30.27,30.27,000,28.99677
2013-08-20,30.45,30.45,30.45,30.45,000,29.1692
2013-08-19,30.28,30.28,30.28,30.28,000,29.00635
2013-08-16,30.47,30.47,30.47,30.47,000,29.18835
2013-08-15,30.58,30.58,30.58,30.58,000,29.29373
2013-08-14,31.02,31.02,31.02,31.02,000,29.71522
2013-08-13,31.18,31.18,31.18,31.18,000,29.86849
2013-08-12,31.11,31.11,31.11,31.11,000,29.80143
2013-08-09,31.13,31.13,31.13,31.13,000,29.82059
2013-08-08,31.22,31.22,31.22,31.22,000,29.90681
2013-08-07,31.08,31.08,31.08,31.08,000,29.7727
2013-08-06,31.20,31.20,31.20,31.20,000,29.88765
2013-08-05,31.41,31.41,31.41,31.41,000,30.08881
2013-08-02,31.44,31.44,31.44,31.44,000,30.11755
2013-08-01,31.40,31.40,31.40,31.40,000,30.07924
2013-07-31,30.99,30.99,30.99,30.99,000,29.68648
2013-07-30,30.97,30.97,30.97,30.97,000,29.66732
2013-07-29,30.94,30.94,30.94,30.94,000,29.63858
2013-07-26,31.06,31.06,31.06,31.06,000,29.75354
2013-07-25,31.06,31.06,31.06,31.06,000,29.75354
2013-07-24,30.95,30.95,30.95,30.95,000,29.64816
2013-07-23,31.09,31.09,31.09,31.09,000,29.78227
2013-07-22,31.14,31.14,31.14,31.14,000,29.83017
2013-07-19,31.07,31.07,31.07,31.07,000,29.76311
2013-07-18,31.03,31.03,31.03,31.03,000,29.7248
2013-07-17,30.86,30.86,30.86,30.86,000,29.56195
