Date,Close
1980-01-02,99.935
1980-02-01,99.43230291
1980-03-03,89.23927689
1980-04-01,92.85780484
1980-05-01,97.13048704
1980-06-02,99.69333217
1980-07-01,106.1324654
1980-08-01,106.6847193
1980-09-02,109.3112531
1980-10-01,110.9993614
1980-11-03,122.3506771
1980-12-01,118.1037833
1981-01-02,112.5902956
1981-02-02,114.0222109
1981-03-02,118.0880834
1981-04-01,115.2181408
1981-05-01,114.9499352
1981-06-01,113.6664064
1981-07-01,113.3378254
1981-08-03,106.146328
1981-09-01,100.2900587
1981-10-01,105.2224093
1981-11-02,109.0572661
1981-12-01,105.6588275
1982-01-04,103.706953
1982-02-01,97.25677645
1982-03-01,96.18567099
1982-04-01,100.0436896
1982-05-03,95.9855939
1982-06-01,93.93474728
1982-07-01,91.6663446
1982-08-02,102.4777659
1982-09-01,103.2063284
1982-10-01,114.7805067
1982-11-01,118.9150158
1982-12-01,120.6832218
1983-01-03,124.6824816
1983-02-01,127.0158392
1983-03-01,131.2209776
1983-04-04,141.1746395
1983-05-02,139.2952216
1983-06-01,143.7985801
1983-07-01,139.2561274
1983-08-01,140.7742861
1983-09-01,142.1426064
1983-10-03,139.842048
1983-11-01,142.2437912
1983-12-01,140.8622175
1984-01-03,139.4377199
1984-02-01,133.785925
1984-03-01,135.5523257
1984-04-02,136.2232941
1984-05-01,127.8159207
1984-06-01,130.032479
1984-07-02,127.7392774
1984-08-01,141.6773012
1984-09-04,141.0746864
1984-10-01,140.9713503
1984-11-01,138.6795432
1984-12-03,141.7903561
1985-01-02,152.5412588
1985-02-01,153.7958339
1985-03-01,153.2374781
1985-04-01,152.4080374
1985-05-01,160.8144779
1985-06-03,162.719968
1985-07-01,161.7966078
1985-08-01,159.6832498
1985-09-03,153.8420165
1985-10-01,160.5139042
1985-11-01,171.2169346
1985-12-02,179.0766648
1986-01-02,179.394064
1986-02-03,192.5269495
1986-03-03,202.8849602
1986-04-01,199.7901126
1986-05-01,210.011935
1986-06-02,212.9262167
1986-07-01,199.897592
1986-08-01,214.4785183
1986-09-02,195.4172552
1986-10-01,206.3680287
1986-11-03,210.8161777
1986-12-01,204.5027488
1987-01-02,232.2986826
1987-02-02,241.0016346
1987-03-02,247.4052742
1987-04-01,244.315353
1987-05-01,245.6743711
1987-06-01,257.6771654
1987-07-01,270.3373537
1987-08-03,279.9077987
1987-09-01,272.7431268
1987-10-01,211.2472758
1987-11-02,192.2917003
1987-12-01,206.8496873
1988-01-04,215.4542025
1988-02-01,224.7183204
1988-03-01,216.7485599
1988-04-04,218.7370984
1988-05-02,219.3148892
1988-06-01,229.0925915
1988-07-01,227.641275
1988-08-01,218.2947543
1988-09-01,227.2412053
1988-10-03,233.2666692
1988-11-01,228.4945117
1988-12-01,231.8577492
1989-01-03,248.9886572
1989-02-01,241.2821321
1989-03-01,246.3787899
1989-04-03,259.1404787
1989-05-01,268.4884483
1989-06-01,266.082468
1989-07-03,290.4999768
1989-08-01,295.0038113
1989-09-01,292.7902799
1989-10-02,284.8967673
1989-11-01,289.6314436
1989-12-01,295.921116
1990-01-02,274.4303119
1990-02-01,276.7028167
1990-03-01,283.5607608
1990-04-02,275.3660954
1990-05-01,301.8160083
1990-06-01,298.8002996
1990-07-02,296.9594644
1990-08-01,267.3521992
1990-09-04,252.7157744
1990-10-01,250.7469675
1990-11-01,266.5235591
1990-12-03,273.3432481
1991-01-02,285.1568742
1991-02-01,305.2176875
1991-03-01,312.1431404
1991-04-01,312.0345463
1991-05-01,324.5052896
1991-06-03,307.939729
1991-07-01,322.3037124
1991-08-01,328.7533975
1991-09-03,321.9015151
1991-10-01,325.6987536
1991-11-01,310.3922513
1991-12-02,346.8313644
1992-01-02,339.3193575
1992-02-03,342.5181619
1992-03-02,334.3958699
1992-04-01,344.0229656
1992-05-01,344.1368606
1992-06-01,337.5887781
1992-07-01,351.4239598
1992-08-03,342.2709207
1992-09-01,345.3354091
1992-10-01,345.8678706
1992-11-02,356.7207459
1992-12-01,360.2918466
1993-01-04,362.7312325
1993-02-01,366.5082148
1993-03-01,373.5127913
1993-04-01,363.2060871
1993-05-03,371.7093952
1993-06-01,371.7507017
1993-07-01,369.3932346
1993-08-02,382.6454122
1993-09-01,378.3283883
1993-10-01,385.8580927
1993-11-01,380.304358
1993-12-01,384.1207626
1994-01-03,397.1261353
1994-02-01,384.1849817
1994-03-01,365.211812
1994-04-04,369.457536
1994-05-02,374.094252
1994-06-01,363.1282521
1994-07-01,375.1220774
1994-08-01,389.9441793
1994-09-01,378.4859089
1994-10-03,386.6612702
1994-11-01,370.0574611
1994-12-01,374.6838315
1995-01-03,384.1829967
1995-02-01,398.77059
1995-03-01,410.1533147
1995-04-03,422.1237671
1995-05-01,438.1918207
1995-06-01,447.8238219
1995-07-03,462.6667274
1995-08-01,462.1891328
1995-09-01,481.5918164
1995-10-02,478.7116964
1995-11-01,499.2762632
1995-12-01,508.1757337
1996-01-02,525.4117332
1996-02-01,528.9100605
1996-03-01,532.9836721
1996-04-01,540.2057898
1996-05-01,552.9204814
1996-06-03,553.8613456
1996-07-01,526.6224199
1996-08-01,536.797776
1996-09-03,567.3630051
1996-10-01,582.6762273
1996-11-01,627.5763122
1996-12-02,612.8938394
1997-01-02,652.2324659
1997-02-03,655.8642169
1997-03-03,625.91315
1997-04-01,664.1920209
1997-05-01,704.8267598
1997-06-02,736.6107814
1997-07-01,796.6578105
1997-08-01,748.1078057
1997-09-02,789.4483173
1997-10-01,760.3185582
1997-11-03,795.4963875
1997-12-01,808.1095537
1998-01-02,816.1796816
1998-02-02,876.0762031
1998-03-02,921.3581692
1998-04-01,929.4848007
1998-05-01,910.5297526
1998-06-01,947.5681408
1998-07-01,935.3936791
1998-08-03,791.7249317
1998-09-01,843.4671562
1998-10-01,914.3728101
1998-11-02,970.6128245
1998-12-01,1027.376122
1999-01-04,1070.804875
1999-02-01,1033.913701
1999-03-01,1075.262596
1999-04-01,1117.258202
1999-05-03,1087.31227
1999-06-01,1148.61021
1999-07-01,1109.32004
1999-08-02,1101.289025
1999-09-01,1067.534793
1999-10-01,1137.028648
1999-11-01,1158.995352
1999-12-01,1228.533682
2000-01-03,1162.22636
2000-02-01,1136.886404
2000-03-01,1251.800422
2000-04-03,1210.547804
2000-05-01,1181.856966
2000-06-01,1210.811512
2000-07-03,1189.17516
2000-08-01,1264.388543
2000-09-01,1192.468631
2000-10-02,1185.426673
2000-11-01,1084.423881
2000-12-01,1088.3411
